2025-03-26 21:47:57,-5.92,66.26,998
2025-03-26 21:48:12,34.73,48.85,1727
2025-03-26 21:48:27,21.73,99.26,1746
2025-03-26 21:48:42,49.25,86.43,1347
2025-03-26 21:48:57,-40.75,19.74,1668
2025-03-26 21:49:12,-24.86,77.79,1590
2025-03-26 21:49:27,-41.05,95.78,1418
2025-03-26 21:49:42,7.25,22.7,908
2025-03-26 21:49:57,5.52,18.97,519
2025-03-26 21:50:12,8.62,78.11,1447
2025-03-26 21:50:27,20.62,78.12,771
2025-03-26 21:50:42,-43.93,84.73,858
2025-03-26 21:50:57,17.77,32.76,1646
2025-03-26 21:51:12,-23.36,37.33,1699
2025-03-26 21:51:27,7.17,90.64,1179
2025-03-26 21:51:42,-42.43,87.45,1860
2025-03-26 21:51:57,-24.71,45.0,1508
2025-03-26 21:52:12,-48.49,29.82,828
2025-03-26 21:52:27,44.97,80.65,525
2025-03-26 21:52:42,22.66,6.95,1489
2025-03-26 21:52:57,47.02,4.48,695
2025-03-26 21:53:12,-30.14,35.11,1503
2025-03-26 21:53:27,-39.05,63.73,1117
2025-03-26 21:53:42,-20.26,17.71,1055
2025-03-26 21:53:57,-15.29,26.55,1713
2025-03-26 21:54:12,-40.57,15.71,1856
2025-03-26 21:54:27,5.17,18.11,485
2025-03-26 21:54:42,18.26,58.73,696
2025-03-26 21:54:57,48.17,52.96,1678
2025-03-26 21:55:12,14.72,94.03,1131
2025-03-26 21:55:27,-38.72,75.54,1928
2025-03-26 21:55:42,18.21,35.97,1030
2025-03-26 21:55:57,42.35,81.25,902
2025-03-26 21:56:12,-33.3,61.93,1678
2025-03-26 21:56:27,-40.69,74.06,1511
2025-03-26 21:56:42,-46.55,49.73,374
2025-03-26 21:56:57,19.1,69.16,1914
2025-03-26 21:57:12,-16.05,14.73,1578
2025-03-26 21:57:27,19.54,45.11,731
2025-03-26 21:57:42,47.98,37.96,957
2025-03-26 21:57:57,0.11,93.68,1070
2025-03-26 21:58:12,14.06,53.53,413
2025-03-26 21:58:27,22.47,39.86,1151
2025-03-26 21:58:42,7.15,97.9,773
2025-03-26 21:58:57,48.52,84.31,848
2025-03-26 21:59:12,14.72,35.28,1380
2025-03-26 21:59:27,11.91,72.89,1889
2025-03-26 21:59:42,-18.39,78.21,1802
2025-03-26 21:59:57,3.52,40.33,725
2025-03-26 22:00:12,7.38,49.2,1734
2025-03-26 22:00:27,-42.49,27.38,1397
2025-03-26 22:00:42,-36.34,88.64,871
2025-03-26 22:00:57,37.29,20.83,613
2025-03-26 22:01:12,13.34,86.84,316
2025-03-26 22:01:27,-18.51,64.78,1928
2025-03-26 22:01:42,8.2,83.63,635
2025-03-26 22:01:57,-2.05,36.38,660
2025-03-26 22:02:12,7.99,93.41,1213
2025-03-26 22:02:27,9.9,72.05,784
2025-03-26 22:02:42,-14.15,9.65,1063
2025-03-26 22:02:57,9.28,39.7,1206
2025-03-26 22:03:12,-18.26,38.82,774
2025-03-26 22:03:27,-34.7,76.44,1343
2025-03-26 22:03:42,20.12,3.1,495
2025-03-26 22:03:57,-20.71,46.43,1766
2025-03-26 22:04:12,39.84,11.63,1575
2025-03-26 22:04:27,-39.45,3.81,1970
2025-03-26 22:04:42,44.82,80.33,966
2025-03-26 22:04:57,7.02,38.47,1952
2025-03-26 22:05:12,30.83,4.35,1032
2025-03-26 22:05:27,-20.95,47.61,1781
2025-03-26 22:05:42,37.57,32.19,587
2025-03-26 22:05:57,-49.6,48.61,381
2025-03-26 22:06:12,-49.65,96.35,530
2025-03-26 22:06:27,-12.29,42.11,795
2025-03-26 22:06:42,38.93,98.82,1562
2025-03-26 22:06:57,-45.62,8.23,711
2025-03-26 22:07:12,-41.45,12.59,1926
2025-03-26 22:07:27,-49.57,47.16,903
2025-03-26 22:07:42,-37.42,40.42,1459
2025-03-26 22:07:57,-25.13,58.31,507
2025-03-26 22:08:12,29.56,42.58,1253
2025-03-26 22:08:27,48.99,17.6,1202
2025-03-26 22:08:42,-5.88,15.78,1628
2025-03-26 22:08:57,8.71,91.34,845
2025-03-26 22:09:12,-20.4,37.57,1340
2025-03-26 22:09:27,-32.54,41.05,1124
2025-03-26 22:09:42,-4.2,17.09,1107
2025-03-26 22:09:57,6.39,59.09,1988
2025-03-26 22:10:12,6.47,46.85,1694
2025-03-26 22:10:27,-37.97,34.08,1809
2025-03-26 22:10:42,-7.16,85.91,647
2025-03-26 22:10:57,-12.0,20.8,933
2025-03-26 22:11:12,-40.82,14.34,1324
2025-03-26 22:11:27,-25.24,56.77,1155
2025-03-26 22:11:42,-3.45,76.02,1328
2025-03-26 22:11:57,-0.46,9.48,1096
2025-03-26 22:12:12,28.95,5.02,1958
2025-03-26 22:12:27,-48.89,8.11,517
2025-03-26 22:12:42,41.44,36.0,1746
2025-03-26 22:12:58,-48.92,73.86,494
2025-03-26 22:13:13,18.5,40.43,514
2025-03-26 22:13:28,2.48,75.33,1156
2025-03-26 22:13:43,-17.43,55.12,1126
2025-03-26 22:13:58,-23.18,72.46,1179
2025-03-26 22:14:13,10.71,30.16,1903
2025-03-26 22:14:28,-39.43,78.36,1117
2025-03-26 22:14:43,41.37,14.01,1533
2025-03-26 22:14:58,-20.94,92.93,469
2025-03-26 22:15:13,-37.87,48.67,1878
2025-03-26 22:15:28,-49.36,5.1,978
2025-03-26 22:15:43,32.1,85.62,486
2025-03-26 22:15:58,33.6,6.53,648
2025-03-26 22:16:13,25.96,29.99,726
2025-03-26 22:16:28,7.99,2.13,396
2025-03-26 22:16:43,38.78,9.74,1544
2025-03-26 22:16:58,44.97,65.42,487
2025-03-26 22:17:13,38.61,1.87,1018
2025-03-26 22:17:28,7.62,57.61,980
2025-03-26 22:17:43,14.99,89.42,448
2025-03-26 22:17:58,22.93,7.66,673
2025-03-26 22:18:13,5.75,83.1,1219
2025-03-26 22:18:28,-47.82,54.82,667
2025-03-26 22:18:43,-41.15,83.49,1046
2025-03-26 22:18:58,-43.11,26.67,639
2025-03-26 22:19:13,32.53,99.29,1031
2025-03-26 22:19:28,-5.29,94.35,1752
2025-03-26 22:19:43,-29.82,46.85,600
2025-03-26 22:19:58,-22.79,31.73,517
2025-03-26 22:20:13,-7.48,78.75,403
2025-03-26 22:20:28,11.01,25.13,305
2025-03-26 22:20:43,11.49,37.41,1416
2025-03-26 22:20:58,-46.84,60.3,351
2025-03-26 22:21:13,-26.45,48.02,1903
2025-03-26 22:21:28,43.96,91.98,344
2025-03-26 22:21:43,-49.32,16.61,345
2025-03-26 22:21:58,11.26,11.87,1783
2025-03-26 22:22:13,42.23,0.89,590
2025-03-26 22:22:28,27.46,91.32,638
2025-03-26 22:22:43,27.84,12.65,989
2025-03-26 22:22:58,-35.87,60.5,1248
2025-03-26 22:23:13,-24.21,50.65,947
2025-03-26 22:23:28,-16.13,84.57,956
2025-03-26 22:23:43,9.38,4.55,805
2025-03-26 22:23:58,-31.64,18.18,1611
2025-03-26 22:24:13,32.05,43.24,1488
2025-03-26 22:24:28,15.65,84.95,1726
2025-03-26 22:24:43,-18.83,10.13,1774
2025-03-26 22:24:58,8.45,39.97,1184
2025-03-26 22:25:13,-11.99,3.47,699
2025-03-26 22:25:28,17.36,7.2,1397
2025-03-26 22:25:43,38.21,69.17,305
2025-03-26 22:25:58,48.35,65.51,342
2025-03-26 22:26:13,35.02,65.91,1333
2025-03-26 22:26:28,41.17,73.19,466
2025-03-26 22:26:43,-35.14,86.88,1132
2025-03-26 22:26:58,-7.33,40.83,1400
2025-03-26 22:27:13,-43.74,41.35,1877
2025-03-26 22:27:28,-42.47,52.65,994
2025-03-26 22:27:43,7.03,25.15,332
2025-03-26 22:27:58,3.58,51.04,1868
2025-03-26 22:28:13,41.22,87.21,818
2025-03-26 22:28:28,35.62,0.43,1124
2025-03-26 22:28:43,3.18,99.73,1961
2025-03-26 22:28:58,-13.72,63.77,1210
2025-03-26 22:29:13,-11.63,91.99,1084
2025-03-26 22:29:28,38.69,63.0,1542
2025-03-26 22:29:43,-7.63,64.32,1860
2025-03-26 22:29:58,-12.16,0.1,538
2025-03-26 22:30:13,3.31,88.6,1070
2025-03-26 22:30:28,17.7,41.54,1533
2025-03-26 22:30:43,28.03,31.48,983
2025-03-26 22:30:58,37.38,94.22,1569
2025-03-26 22:31:13,-16.53,60.0,572
2025-03-26 22:31:28,-40.03,19.35,1716
2025-03-26 22:31:43,40.59,69.87,1836
2025-03-26 22:31:58,36.28,73.07,1292
